seq_ID	ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
PB.6703.526	PB.6703.526_ORF_1	2867	+	1	28	1743	1716	1.138	0.445934103969259	0.999999982154812
PB.6703.459	PB.6703.459_ORF_1	2991	+	3	36	2147	2112	1.1581	0.432294214135763	0.999999999783109
PB.6703.473	PB.6703.473_ORF_1	3048	+	3	36	2282	2247	1.2394	0.427545423803478	0.999999999962635
PB.6703.534	PB.6703.534_ORF_1	2834	+	2	38	1990	1953	1.2592	0.458760176225366	0.999999999234493
PB.6703.759	PB.6703.759_ORF_1	1979	+	3	54	1208	1155	1.0331	0.429333151283117	0.999985646615157
PB.6703.680	PB.6703.680_ORF_1	2258	+	3	63	2207	2145	1.1718	0.42542661312316	0.99999999985677
PB.6703.665	PB.6703.665_ORF_1	2278	+	1	64	1434	1371	1.1966	0.428966885074376	0.999999257374792
PB.6703.424	PB.6703.424_ORF_1	3233	+	2	239	2389	2151	1.1581	0.447239409848346	0.999999999870245
PB.6703.536	PB.6703.536_ORF_1	2755	+	2	65	1984	1920	1.2268	0.410221076989404	0.999999998344859
PB.6703.560	PB.6703.560_ORF_1	2723	+	2	65	1879	1815	1.2268	0.457051966214456	0.999999995974418
PB.6703.622	PB.6703.622_ORF_1	2403	+	2	65	1543	1479	1.0683	0.440297040558859	0.99999967550209
PB.6703.821	PB.6703.821_ORF_1	1827	+	2	65	673	609	1.0758	0.314144170231622	0.989007548730275
PB.6703.865	PB.6703.865_ORF_1	1709	+	2	80	865	786	1.1205	0.405438086228074	0.999249703669966
PB.6703.555	PB.6703.555_ORF_1	2740	+	2	83	1969	1887	1.207	0.389715965277152	0.999999997099317
PB.6703.840	PB.6703.840_ORF_1	1748	+	2	83	712	630	1.0543	0.316981513555833	0.990823336874348
PB.6703.421	PB.6703.421_ORF_1	3318	+	3	324	2474	2151	1.1581	0.447239409848346	0.999999999869639
PB.6703.496	PB.6703.496_ORF_1	2886	+	1	91	2274	2184	1.1718	0.414509868363882	0.999999999897608
PB.6703.495	PB.6703.495_ORF_1	2960	+	2	92	2347	2256	1.2394	0.448062135185725	0.999999999970313
PB.6703.795	PB.6703.795_ORF_1	1894	+	2	92	1324	1233	1.0584	0.424068679007226	0.999994351346959
PB.6703.457	PB.6703.457_ORF_1	3105	+	3	93	2261	2169	1.1635	0.447633715680123	0.999999999896844
PB.6703.537	PB.6703.537_ORF_1	2824	+	3	93	1895	1803	1.1635	0.438016138933546	0.99999999353643
PB.6703.669	PB.6703.669_ORF_1	2298	+	3	93	2270	2178	1.1635	0.408768805301027	0.999999999887027
PB.6703.693	PB.6703.693_ORF_1	2176	+	3	93	1022	930	1.1244	0.441181122648943	0.999877842051472
PB.6703.716	PB.6703.716_ORF_1	2153	+	3	93	1382	1290	1.1981	0.391371786810126	0.999997718665719
PB.6703.661	PB.6703.661_ORF_1	2261	+	2	95	1417	1323	1.1559	0.412093916751747	0.99999838197225
PB.6703.561	PB.6703.561_ORF_1	2655	+	2	101	1714	1614	1.2592	0.395819224057902	0.999999950716922
PB.6703.704	PB.6703.704_ORF_1	2174	+	2	101	1408	1308	1.2029	0.352592250742714	0.999997675953771
PB.6703.456	PB.6703.456_ORF_1	3073	+	3	102	2357	2256	1.2394	0.424388164734221	0.999999999965513
PB.6703.484	PB.6703.484_ORF_1	2991	+	3	102	2147	2046	1.1581	0.440235912232427	0.999999999567493
PB.6703.486	PB.6703.486_ORF_1	2963	+	3	102	2192	2091	1.2268	0.434520544757604	0.999999999786748
PB.6703.492	PB.6703.492_ORF_1	2925	+	3	102	2159	2058	1.2268	0.425715479340287	0.999999999675262
PB.6703.499	PB.6703.499_ORF_1	2871	+	3	102	1535	1434	1.1815	0.419192952665615	0.999999576210207
PB.6703.514	PB.6703.514_ORF_1	2892	+	3	102	2048	1947	1.1635	0.434813418758915	0.999999998679118
PB.6703.538	PB.6703.538_ORF_1	2814	+	3	102	1970	1869	1.1581	0.462608608734422	0.999999997290895
PB.6703.614	PB.6703.614_ORF_1	2455	+	3	102	2081	1980	1.2268	0.43251270363363	0.9999999992732
PB.6703.689	PB.6703.689_ORF_1	2236	+	3	102	1862	1761	1.1635	0.437712106357995	0.999999989969061
PB.6703.770	PB.6703.770_ORF_1	1915	+	3	102	791	690	1.0065	0.335122010674523	0.99497999421209
PB.6703.798	PB.6703.798_ORF_1	1853	+	3	102	1718	1617	1.207	0.430452772130975	0.999999955751611
PB.6703.867	PB.6703.867_ORF_1	1668	+	3	102	824	723	1.2757	0.398467649071976	0.999074647135731
PB.6703.566	PB.6703.566_ORF_1	2661	+	2	104	1801	1698	1.1635	0.4465169598352	0.999999980304709
PB.6703.572	PB.6703.572_ORF_1	2609	+	2	104	1843	1740	1.2268	0.423932343871342	0.999999988680986
PB.6703.443	PB.6703.443_ORF_1	3156	+	1	106	1950	1845	1.2394	0.437251885869383	0.999999996818047
PB.6703.568	PB.6703.568_ORF_1	2658	+	1	106	1887	1782	1.1635	0.436296129288174	0.999999991813705
PB.6703.471	PB.6703.471_ORF_1	2945	+	3	111	1925	1815	1.207	0.425164404716676	0.99999999470587
PB.6703.485	PB.6703.485_ORF_1	2903	+	1	112	1962	1851	1.2268	0.435337924441015	0.999999996899558
PB.6703.1062	PB.6703.1062_ORF_1	780	+	2	113	757	645	1.0121	0.256286442175685	0.98773883673301
PB.6703.466	PB.6703.466_ORF_1	3039	+	2	113	2179	2067	1.0635	0.435898190884927	0.999999999512294
PB.6703.509	PB.6703.509_ORF_1	2879	+	2	113	2113	2001	1.1635	0.426486213189518	0.999999999241205
PB.6703.638	PB.6703.638_ORF_1	2373	+	2	113	2350	2238	1.1718	0.409861031987174	0.999999999944034
PB.6703.712	PB.6703.712_ORF_1	2165	+	2	113	1399	1287	1.0452	0.413080238295763	0.999996494546029
PB.6703.726	PB.6703.726_ORF_1	2062	+	2	113	856	744	1.1568	0.410189894723921	0.99895115423737
PB.6703.755	PB.6703.755_ORF_1	2007	+	3	249	1163	915	1.2086	0.401164745696663	0.999863485614984
PB.6703.652	PB.6703.652_ORF_1	2263	+	3	114	986	873	1.0641	0.37236158473207	0.999566037100756
PB.6703.465	PB.6703.465_ORF_1	3059	+	1	115	2199	2085	1.0635	0.433524624593002	0.999999999595023
PB.6703.468	PB.6703.468_ORF_1	2992	+	1	115	2226	2112	1.1635	0.420784350305109	0.999999999771695
PB.6703.502	PB.6703.502_ORF_1	2851	+	1	115	2007	1893	1.2268	0.449036899217921	0.999999998221668
PB.6703.662	PB.6703.662_ORF_1	2236	+	1	115	1392	1278	1.146	0.445556676998921	0.999997742283381
PB.6703.1048	PB.6703.1048_ORF_1	917	+	2	116	889	774	1.0556	0.337052616759774	0.998445058385773
PB.6703.444	PB.6703.444_ORF_1	3148	+	1	1060	2304	1245	1.2268	0.443744009922177	0.999997372517708
PB.6703.447	PB.6703.447_ORF_1	3107	+	2	116	2341	2226	1.2394	0.425023283238562	0.999999999951855
PB.6703.448	PB.6703.448_ORF_1	3084	+	2	116	1807	1692	1.0737	0.422135288925264	0.999999965937039
PB.6703.474	PB.6703.474_ORF_1	3046	+	2	116	1840	1725	1.1635	0.440179071466243	0.999999984545833
PB.6703.497	PB.6703.497_ORF_1	2929	+	1	988	2085	1098	1.2268	0.448634760552125	0.999986948043445
PB.6703.523	PB.6703.523_ORF_1	2849	+	2	116	2083	1968	1.2394	0.444527486215037	0.999999999243906
PB.6703.539	PB.6703.539_ORF_1	2804	+	2	116	1960	1845	1.1635	0.462855852738204	0.999999996528931
PB.6703.578	PB.6703.578_ORF_1	2648	+	2	116	1804	1689	1.1581	0.462213015194841	0.999999979839529
PB.6703.639	PB.6703.639_ORF_1	2294	+	2	116	1450	1335	1.2289	0.398223072342369	0.999998801233911
PB.6703.650	PB.6703.650_ORF_1	2369	+	2	116	1525	1410	1.1162	0.452996726932504	0.999999449850947
PB.6703.762	PB.6703.762_ORF_1	1994	+	2	116	1966	1851	1.1635	0.418518025935848	0.999999995936776
PB.6703.777	PB.6703.777_ORF_1	1886	+	2	116	1042	927	1.2559	0.388992559688541	0.999891539858623
PB.6703.855	PB.6703.855_ORF_1	1698	+	2	116	838	723	1.1511	0.34406756865283	0.998020901285196
PB.6703.898	PB.6703.898_ORF_1	1574	+	2	116	730	615	1.1154	0.335536305912946	0.992207833630911
PB.6703.452	PB.6703.452_ORF_1	3064	+	1	118	2220	2103	1.2471	0.416734617162043	0.999999999805251
PB.6703.477	PB.6703.477_ORF_1	3015	+	1	118	1809	1692	1.2268	0.452482679212342	0.999999983348351
PB.6703.586	PB.6703.586_ORF_1	2586	+	3	645	1742	1098	1.2268	0.448634760552125	0.999987191216263
PB.6703.922	PB.6703.922_ORF_1	1510	+	1	118	744	627	0.9833	0.273826205796401	0.984552372318166
PB.6703.517	PB.6703.517_ORF_1	2855	+	3	120	1439	1320	1.059	0.404180554075764	0.999997467032657
PB.6703.515	PB.6703.515_ORF_1	2710	+	1	121	1866	1746	1.1635	0.44971357237416	0.99999998867907
PB.6703.512	PB.6703.512_ORF_1	2844	+	2	122	1903	1782	1.2394	0.44306541248824	0.999999993889907
PB.6703.802	PB.6703.802_ORF_1	1823	+	3	123	1052	930	0.8854	0.287968316623777	0.999308404764164
PB.6703.439	PB.6703.439_ORF_1	3139	+	1	124	2295	2172	1.2394	0.448342788280733	0.9999999999234
PB.6703.442	PB.6703.442_ORF_1	3152	+	2	179	2308	2130	1.234	0.451790164269957	0.999999999877649
PB.6703.467	PB.6703.467_ORF_1	2954	+	1	124	2097	1974	1.207	0.428744007170744	0.999999999124966
PB.6703.479	PB.6703.479_ORF_1	3023	+	2	191	2179	1989	1.2592	0.451990112949546	0.999999999461265
PB.6703.508	PB.6703.508_ORF_2	2916	+	3	1122	2072	951	1.2487	0.444989694003572	0.999935966308114
PB.6703.520	PB.6703.520_ORF_1	2865	+	3	924	2021	1098	1.2268	0.448634760552125	0.999986993764529
PB.6703.540	PB.6703.540_ORF_1	2808	+	1	124	2037	1914	1.1311	0.405994067942545	0.999999997466849
PB.6703.565	PB.6703.565_ORF_1	2695	+	1	124	1851	1728	1.2592	0.418768787394244	0.999999987997694
PB.6703.589	PB.6703.589_ORF_1	2602	+	1	124	1758	1635	1.1614	0.45598529415926	0.999999962220771
PB.6703.598	PB.6703.598_ORF_2	2516	+	2	908	1672	765	1.2086	0.442319446794291	0.999414583079152
PB.6703.628	PB.6703.628_ORF_1	2450	+	2	509	1606	1098	1.2268	0.448634760552125	0.999987286375593
PB.6703.676	PB.6703.676_ORF_1	2272	+	1	124	2244	2121	1.1635	0.417616873701641	0.999999999797704
PB.6703.706	PB.6703.706_ORF_1	2143	+	1	124	1299	1176	1.165	0.462427185511593	0.999994055080377
PB.6703.723	PB.6703.723_ORF_1	2122	+	1	124	1278	1155	1.2487	0.399901076476063	0.999991774615974
PB.6703.734	PB.6703.734_ORF_1	2039	+	1	124	885	762	1.0892	0.388779334746708	0.998769008448992
PB.6703.736	PB.6703.736_ORF_1	2069	+	1	124	750	627	1.1194	0.359371117298947	0.99401413678502
PB.6703.756	PB.6703.756_ORF_1	2010	+	1	124	1131	1008	1.13	0.393544206475758	0.99993375307876
PB.6703.765	PB.6703.765_ORF_1	1965	+	1	124	1914	1791	1.2268	0.426765783359273	0.999999993929749
PB.6703.772	PB.6703.772_ORF_1	1919	+	3	90	1868	1779	1.2268	0.42485803923978	0.999999992994411
PB.6703.788	PB.6703.788_ORF_1	1861	+	1	124	1017	894	1.2559	0.384575484487749	0.999839071297255
PB.6703.945	PB.6703.945_ORF_1	1473	+	1	124	735	612	1.0956	0.295708960034513	0.989108818281709
PB.6703.450	PB.6703.450_ORF_1	3125	+	2	299	2281	1983	1.2592	0.449842830181422	0.999999999413031
PB.6703.451	PB.6703.451_ORF_1	3122	+	2	125	2278	2154	1.2394	0.428975919550647	0.999999999894725
PB.6703.427	PB.6703.427_ORF_1	3215	+	3	126	2444	2319	1.2592	0.425333994691786	0.999999999984049
PB.6703.433	PB.6703.433_ORF_1	3154	+	3	126	1679	1554	1.0683	0.437746191610245	0.999999851609003
PB.6703.461	PB.6703.461_ORF_1	2996	+	3	126	1790	1665	1.1457	0.452041598794276	0.999999970162066
PB.6703.490	PB.6703.490_ORF_1	2936	+	3	126	2165	2040	1.1635	0.410402319763486	0.999999999457529
PB.6703.491	PB.6703.491_ORF_1	2970	+	3	126	2126	2001	1.2268	0.445750239215379	0.999999999454547
PB.6703.500	PB.6703.500_ORF_1	2909	+	3	126	1703	1578	1.2592	0.453262214892503	0.999999947243376
PB.6703.503	PB.6703.503_ORF_1	2832	+	3	126	2147	2022	1.1592	0.422210135701557	0.999999999376729
PB.6703.511	PB.6703.511_ORF_1	2974	+	1	853	2130	1278	1.2214	0.439555562123538	0.99999811990999
PB.6703.527	PB.6703.527_ORF_1	2871	+	3	126	2105	1980	1.1592	0.420315631028567	0.999999998989192
PB.6703.567	PB.6703.567_ORF_1	2695	+	3	126	1835	1710	1.2268	0.438678034317337	0.999999985453463
PB.6703.571	PB.6703.571_ORF_1	2585	+	3	126	1814	1689	1.2268	0.415962990636722	0.999999979008726
PB.6703.575	PB.6703.575_ORF_1	2586	+	3	126	1820	1695	1.1635	0.437353896358462	0.999999978556219
PB.6703.603	PB.6703.603_ORF_1	2510	+	3	126	1739	1614	1.2268	0.438354665058118	0.999999957767007
PB.6703.707	PB.6703.707_ORF_1	2144	+	3	126	938	813	1.1436	0.410862766033538	0.999492273215774
PB.6703.708	PB.6703.708_ORF_1	2167	+	3	126	1574	1449	1.2592	0.42777951585788	0.999999749647838
PB.6703.781	PB.6703.781_ORF_1	1903	+	3	126	1880	1755	1.1635	0.433328271464739	0.999999989182723
PB.6703.816	PB.6703.816_ORF_1	1812	+	3	126	968	843	1.1013	0.45723140554712	0.99968870559111
PB.6703.900	PB.6703.900_ORF_1	1607	+	2	305	841	537	1.3132	0.41530686305179	0.994166424609997
PB.6703.929	PB.6703.929_ORF_1	1499	+	3	126	728	603	0.9611	0.237527588148899	0.973143666128713
PB.6703.958	PB.6703.958_ORF_1	1413	+	3	126	569	444	1.2345	0.45252652327193	0.983093596802958
PB.6703.554	PB.6703.554_ORF_1	2720	+	2	128	1876	1749	1.1581	0.466338373565579	0.999999989911775
PB.6703.453	PB.6703.453_ORF_1	3122	+	2	929	2278	1350	1.2592	0.440484167244943	0.999999260680365
PB.6703.418	PB.6703.418_ORF_1	3310	+	1	130	2466	2337	1.2394	0.429244120313024	0.999999999986293
PB.6703.422	PB.6703.422_ORF_1	3235	+	1	130	2469	2340	1.2394	0.424277049901325	0.999999999986396
PB.6703.428	PB.6703.428_ORF_1	3195	+	1	130	1989	1860	1.2394	0.449232468381626	0.99999999749293
PB.6703.435	PB.6703.435_ORF_1	3141	+	1	130	2370	2241	1.2134	0.402307701281295	0.999999999948801
PB.6703.436	PB.6703.436_ORF_1	3118	+	1	130	2274	2145	1.2268	0.441141046002112	0.999999999887083
PB.6703.437	PB.6703.437_ORF_1	3159	+	1	130	2388	2259	1.2592	0.433182777503949	0.999999999970331
PB.6703.438	PB.6703.438_ORF_1	3167	+	1	130	1626	1497	1.0838	0.389032919858283	0.999999642032148
PB.6703.440	PB.6703.440_ORF_1	3153	+	1	130	2382	2253	1.1916	0.411135891998517	0.999999999954226
PB.6703.441	PB.6703.441_ORF_1	3091	+	1	130	2247	2118	1.1311	0.436511017090572	0.999999999781838
PB.6703.446	PB.6703.446_ORF_1	3141	+	3	1053	2297	1245	1.2268	0.443744009922177	0.999997373525989
PB.6703.454	PB.6703.454_ORF_1	3125	+	1	130	1881	1752	1.1635	0.443967068571701	0.999999988786116
PB.6703.458	PB.6703.458_ORF_1	3064	+	1	130	2220	2091	1.234	0.449708618295505	0.999999999809238
PB.6703.462	PB.6703.462_ORF_1	3088	+	1	97	2322	2226	1.2394	0.425023283238562	0.999999999951905
PB.6703.469	PB.6703.469_ORF_1	3061	+	1	130	2217	2088	1.2394	0.456801875455306	0.999999999814553
PB.6703.472	PB.6703.472_ORF_1	2990	+	1	130	2130	2001	1.2394	0.441359632263882	0.999999999463041
PB.6703.475	PB.6703.475_ORF_1	3047	+	2	368	2203	1836	1.234	0.467273061006063	0.999999997029748
PB.6703.476	PB.6703.476_ORF_1	2978	+	1	130	2262	2133	1.1311	0.414020034958254	0.999999999789874
PB.6703.480	PB.6703.480_ORF_1	2972	+	1	130	2031	1902	1.1635	0.394159856618804	0.999999997190982
PB.6703.487	PB.6703.487_ORF_1	2921	+	1	130	2205	2076	1.1635	0.423204564125144	0.999999999664755
PB.6703.489	PB.6703.489_ORF_1	2969	+	1	130	1428	1299	1.0452	0.424810187784513	0.999997016877568
PB.6703.507	PB.6703.507_ORF_1	2895	+	1	130	2124	1995	1.2268	0.430105764659694	0.999999999361216
PB.6703.510	PB.6703.510_ORF_1	2893	+	1	130	2049	1920	1.2268	0.460328879357997	0.999999998769544
PB.6703.519	PB.6703.519_ORF_1	2818	+	1	130	1974	1845	1.2268	0.45524602959438	0.999999997075268
PB.6703.524	PB.6703.524_ORF_1	2869	+	1	130	2025	1896	1.2592	0.447979925835183	0.999999998450666
PB.6703.535	PB.6703.535_ORF_1	2757	+	1	130	1986	1857	1.1635	0.416016748008924	0.999999995977658
PB.6703.547	PB.6703.547_ORF_1	2753	+	1	130	2037	1908	1.2268	0.423790872879995	0.999999998256865
PB.6703.548	PB.6703.548_ORF_1	2769	+	1	130	1563	1434	1.2268	0.450939530775166	0.999999702670449
PB.6703.549	PB.6703.549_ORF_1	2774	+	1	130	1953	1824	1.2268	0.447593131044538	0.999999996134178
PB.6703.556	PB.6703.556_ORF_1	2738	+	1	130	2364	2235	1.2394	0.426802993016316	0.999999999957797
PB.6703.557	PB.6703.557_ORF_1	2732	+	1	130	2169	2040	1.2268	0.43543848048379	0.999999999629514
PB.6703.580	PB.6703.580_ORF_1	2615	+	1	130	1074	945	1.049	0.354929986895959	0.999768455648746
PB.6703.607	PB.6703.607_ORF_1	2381	+	1	130	1227	1098	1.0661	0.43740305871288	0.999976405888166
PB.6703.609	PB.6703.609_ORF_1	2499	+	1	130	1293	1164	1.1337	0.447257780073626	0.999991532318401
PB.6703.615	PB.6703.615_ORF_1	2433	+	1	130	1413	1284	0.9468	0.409956152281587	0.999994736817904
PB.6703.616	PB.6703.616_ORF_1	2489	+	2	713	1645	933	1.2109	0.412020884951137	0.999893547218649
PB.6703.673	PB.6703.673_ORF_1	2290	+	1	130	882	753	1.0419	0.406079117330299	0.998537550938667
PB.6703.681	PB.6703.681_ORF_1	2257	+	1	130	1413	1284	1.1559	0.414073461078759	0.999997527325968
PB.6703.682	PB.6703.682_ORF_1	2237	+	1	130	2214	2085	1.1592	0.400050785021375	0.999999999658962
PB.6703.721	PB.6703.721_ORF_1	2113	+	1	130	1269	1140	1.1559	0.406656328484777	0.99998714865196
PB.6703.754	PB.6703.754_ORF_1	1961	+	1	130	849	720	1.0902	0.355719826140298	0.997614421237429
PB.6703.758	PB.6703.758_ORF_1	1985	+	1	130	831	702	1.1578	0.359893011180719	0.997743274558546
PB.6703.826	PB.6703.826_ORF_1	1789	+	1	130	945	816	1.1205	0.438172818506755	0.999558187512635
PB.6703.835	PB.6703.835_ORF_1	1741	+	1	130	897	768	1.1278	0.392470961313858	0.999030376597122
PB.6703.895	PB.6703.895_ORF_1	1611	+	1	130	840	711	0.9296	0.26145321204704	0.992067118588425
PB.6703.649	PB.6703.649_ORF_1	2362	+	1	796	1518	723	1.2086	0.433113626120253	0.99901834941584
PB.6703.613	PB.6703.613_ORF_1	2466	+	3	132	1622	1491	1.2664	0.447550496251675	0.99999986236853
PB.6703.431	PB.6703.431_ORF_1	3198	+	1	133	1524	1392	1.0452	0.441959138598131	0.999999038251663
PB.6703.455	PB.6703.455_ORF_1	3107	+	1	133	2166	2034	1.1635	0.43695167522171	0.999999999501538
PB.6703.805	PB.6703.805_ORF_1	1803	+	1	133	1032	900	0.9164	0.302888402147178	0.999206831565386
PB.6703.831	PB.6703.831_ORF_1	1764	+	1	133	993	861	1.1303	0.334101360001067	0.999515182699631
PB.6703.872	PB.6703.872_ORF_1	1687	+	1	133	843	711	1.1216	0.405520334410414	0.998274829734588
PB.6703.653	PB.6703.653_ORF_1	2358	+	3	135	1514	1380	1.1966	0.428741964361011	0.999999324635464
PB.6703.493	PB.6703.493_ORF_1	2977	+	3	138	2393	2256	1.2394	0.448062135185725	0.999999999970285
PB.6703.1037	PB.6703.1037_ORF_1	1077	+	1	139	615	477	1.0213	0.211928325678183	0.905139382045826
PB.6703.1055	PB.6703.1055_ORF_1	873	+	1	139	822	684	1.0518	0.319007268379125	0.995215924484695
PB.6703.420	PB.6703.420_ORF_1	3337	+	1	1084	2493	1410	1.2268	0.431366876630151	0.99999954818854
PB.6703.426	PB.6703.426_ORF_1	3246	+	3	195	2402	2208	1.2394	0.437745970695649	0.999999999945073
PB.6703.432	PB.6703.432_ORF_1	3196	+	1	202	2352	2151	1.1581	0.447239409848346	0.999999999870508
PB.6703.445	PB.6703.445_ORF_1	3050	+	1	139	2109	1971	1.2394	0.418386447671935	0.99999999913368
PB.6703.449	PB.6703.449_ORF_1	3090	+	1	139	1884	1746	1.1635	0.449724289759452	0.999999988441465
PB.6703.501	PB.6703.501_ORF_1	2940	+	3	261	2096	1836	1.234	0.467273061006063	0.999999997047124
PB.6703.544	PB.6703.544_ORF_1	2804	+	2	863	1960	1098	1.2268	0.448634760552125	0.999987037193355
PB.6703.558	PB.6703.558_ORF_1	2590	+	1	139	1746	1608	1.1668	0.447597669288597	0.999999947255674
PB.6703.631	PB.6703.631_ORF_1	2431	+	1	139	1665	1527	1.2268	0.439646551209635	0.999999889571261
PB.6703.677	PB.6703.677_ORF_1	2258	+	1	139	1437	1299	1.0452	0.432188110425806	0.999997256554866
PB.6703.699	PB.6703.699_ORF_1	2197	+	1	139	1353	1215	1.1893	0.456817850187757	0.999996332727676
PB.6703.731	PB.6703.731_ORF_1	2063	+	1	139	1242	1104	1.0661	0.429332184563808	0.999977230747308
PB.6703.740	PB.6703.740_ORF_1	2033	+	1	139	909	771	1.0568	0.402402742253247	0.998854428227668
PB.6703.747	PB.6703.747_ORF_1	2023	+	1	139	1995	1857	1.1581	0.426488165550049	0.999999996306075
PB.6703.910	PB.6703.910_ORF_1	1592	+	1	139	1218	1080	1.1326	0.418458637351364	0.999975348490795
PB.6703.564	PB.6703.564_ORF_1	2703	+	3	141	1859	1719	1.2268	0.465167034298717	0.999999988795015
PB.6703.959	PB.6703.959_ORF_1	1416	+	3	141	1388	1248	1.1713	0.399114772411111	0.999996332045086
PB.6703.576	PB.6703.576_ORF_1	2660	+	1	142	1839	1698	1.1581	0.454832277475463	0.999999980923069
PB.6703.645	PB.6703.645_ORF_1	2347	+	1	142	1503	1362	1.2337	0.453590107901155	0.999999375247981
PB.6703.516	PB.6703.516_ORF_1	2751	+	3	144	1907	1764	1.2592	0.459489565362869	0.999999993714137
PB.6703.464	PB.6703.464_ORF_1	3062	+	1	145	2202	2058	1.207	0.431336330069535	0.999999999661448
PB.6703.488	PB.6703.488_ORF_1	3011	+	2	1070	2167	1098	1.2268	0.448634760552125	0.999986889228345
PB.6703.559	PB.6703.559_ORF_1	2720	+	1	145	1443	1299	1.0945	0.410804611350331	0.999997297000499
PB.6703.863	PB.6703.863_ORF_1	1703	+	1	145	1680	1536	1.1408	0.40786850082286	0.999999843499779
PB.6703.425	PB.6703.425_ORF_1	3109	+	1	1168	2265	1098	1.2268	0.448634760552125	0.999986818589379
PB.6703.525	PB.6703.525_ORF_1	2744	+	2	146	1978	1833	1.2268	0.427397817135314	0.999999996055233
PB.6703.671	PB.6703.671_ORF_1	2287	+	3	147	908	762	1.1386	0.415940755264648	0.999107167701483
PB.6703.482	PB.6703.482_ORF_1	3013	+	1	148	2169	2022	1.1581	0.440320465260007	0.999999999433883
PB.6703.513	PB.6703.513_ORF_1	2898	+	1	148	2460	2313	1.2394	0.438979914979695	0.999999999983478
PB.6703.552	PB.6703.552_ORF_1	2755	+	1	58	1911	1854	1.1635	0.459035197464816	0.999999996796415
PB.6703.592	PB.6703.592_ORF_1	2556	+	1	148	1407	1260	1.0452	0.430796649891941	0.999995649367836
PB.6703.595	PB.6703.595_ORF_1	2550	+	1	148	2415	2268	1.2394	0.438897733240513	0.999999999973168
PB.6703.632	PB.6703.632_ORF_1	2424	+	1	148	2289	2142	1.2394	0.428933787691709	0.999999999884091
PB.6703.633	PB.6703.633_ORF_1	2408	+	1	148	2385	2238	1.2086	0.39530829707844	0.999999999946046
PB.6703.647	PB.6703.647_ORF_1	2382	+	1	148	2247	2100	1.2268	0.440687609534921	0.999999999820082
PB.6703.656	PB.6703.656_ORF_1	2331	+	1	148	1560	1413	1.0113	0.410877480375519	0.999999015886658
PB.6703.675	PB.6703.675_ORF_1	2276	+	1	148	2253	2106	1.1388	0.378359798946867	0.999999999669324
PB.6703.771	PB.6703.771_ORF_1	1940	+	1	148	999	852	0.958	0.281408522989326	0.998651227760262
PB.6703.793	PB.6703.793_ORF_1	1870	+	1	148	1026	879	1.0666	0.471821610201066	0.99978463520152
PB.6703.858	PB.6703.858_ORF_1	1691	+	1	148	870	723	1.1365	0.356309738642461	0.99806840683511
PB.6703.942	PB.6703.942_ORF_1	1469	+	1	148	528	381	1.1133	0.329199686708087	0.899251074989839
PB.6703.463	PB.6703.463_ORF_1	3108	+	2	149	2167	2019	1.207	0.410516644362918	0.999999999404225
PB.6703.541	PB.6703.541_ORF_1	2776	+	2	149	2164	2016	1.1592	0.414339083113062	0.999999999302988
PB.6703.744	PB.6703.744_ORF_1	2078	+	2	149	1234	1086	1.1337	0.463583522414694	0.99998206518476
PB.6703.779	PB.6703.779_ORF_1	1935	+	1	256	1164	909	1.2221	0.392699150257682	0.999853879122646
PB.6703.1030	PB.6703.1030_ORF_1	1127	+	1	151	1104	954	1.0907	0.396601006517514	0.999870202478879
PB.6703.430	PB.6703.430_ORF_1	3213	+	1	151	2442	2292	1.2394	0.440653580838837	0.999999999978953
PB.6703.478	PB.6703.478_ORF_1	2959	+	1	151	2193	2043	1.1635	0.430435738954997	0.999999999534895
PB.6703.532	PB.6703.532_ORF_1	2848	+	1	151	2004	1854	1.1581	0.460798137167373	0.999999996754445
PB.6703.573	PB.6703.573_ORF_2	2579	+	2	878	1735	858	1.2086	0.432070285642467	0.999779064416289
PB.6703.597	PB.6703.597_ORF_1	2545	+	1	151	1701	1551	1.1359	0.459083689153657	0.99999989671301
PB.6703.604	PB.6703.604_ORF_1	2516	+	1	151	1149	999	1.1733	0.441080073908746	0.999951375944428
PB.6703.668	PB.6703.668_ORF_1	2306	+	1	151	1446	1296	1.0598	0.428016087772861	0.999997225700995
PB.6703.694	PB.6703.694_ORF_1	2223	+	1	151	1452	1302	1.2163	0.43421794916293	0.999998549940055
PB.6703.870	PB.6703.870_ORF_1	1690	+	1	151	1662	1512	1.0437	0.415176824655378	0.999999726521417
PB.6703.899	PB.6703.899_ORF_1	1618	+	1	151	774	624	1.141	0.434506240674414	0.996438181429736
PB.6703.920	PB.6703.920_ORF_1	1563	+	1	151	792	642	0.9201	0.278150319541553	0.984140837764927
PB.6703.936	PB.6703.936_ORF_2	1515	+	3	474	671	198	1.295	0.558353348794543	0.896224092809363
PB.6703.961	PB.6703.961_ORF_1	1422	+	1	151	1371	1221	1.0907	0.414491916974998	0.99999403110943
PB.6703.483	PB.6703.483_ORF_1	3014	+	2	158	2170	2013	1.2268	0.441267936497536	0.999999999508739
PB.6703.700	PB.6703.700_ORF_1	2202	+	2	158	2179	2022	1.1311	0.419449937046649	0.999999999325445
PB.6703.838	PB.6703.838_ORF_1	1779	+	2	158	1405	1248	1.1458	0.41820192853209	0.999996361342701
